gameId,playId,nflId,displayName,frameId,time,jerseyNumber,club,playDirection,x,y,s,a,dis,o,dir,event
2022092200,3439,37104.0,Cameron Heyward,1,2022-09-22 22:49:57.299999,97.0,PIT,right,50.07,26.39,0.0,0.0,0.0,310.67,277.63,
2022092200,3439,37104.0,Cameron Heyward,2,2022-09-22 22:49:57.400000,97.0,PIT,right,50.07,26.39,0.0,0.0,0.0,311.42,277.42,
2022092200,3439,37104.0,Cameron Heyward,3,2022-09-22 22:49:57.500000,97.0,PIT,right,50.07,26.4,0.0,0.0,0.0,310.73,280.38,
2022092200,3439,37104.0,Cameron Heyward,4,2022-09-22 22:49:57.599999,97.0,PIT,right,50.08,26.4,0.0,0.0,0.0,310.73,283.59,
2022092200,3439,37104.0,Cameron Heyward,5,2022-09-22 22:49:57.700000,97.0,PIT,right,50.08,26.4,0.0,0.1,0.0,310.73,44.29,
2022092200,3439,37104.0,Cameron Heyward,6,2022-09-22 22:49:57.799999,97.0,PIT,right,50.08,26.4,0.01,0.1,0.0,309.39,94.93,ball_snap
2022092200,3439,37104.0,Cameron Heyward,7,2022-09-22 22:49:57.900000,97.0,PIT,right,50.07,26.39,0.06,0.32,0.01,306.53,212.11,
2022092200,3439,37104.0,Cameron Heyward,8,2022-09-22 22:49:58.000000,97.0,PIT,right,50.05,26.36,0.25,0.96,0.03,304.1,213.62,
2022092200,3439,37104.0,Cameron Heyward,9,2022-09-22 22:49:58.099999,97.0,PIT,right,50.03,26.31,0.49,1.43,0.05,300.37,209.15,
2022092200,3439,37104.0,Cameron Heyward,10,2022-09-22 22:49:58.200000,97.0,PIT,right,49.99,26.24,0.78,1.77,0.09,294.64,207.98,
2022092200,3439,37104.0,Cameron Heyward,11,2022-09-22 22:49:58.299999,97.0,PIT,right,49.95,26.15,1.0,1.56,0.1,290.38,206.37,
2022092200,3439,37104.0,Cameron Heyward,12,2022-09-22 22:49:58.400000,97.0,PIT,right,49.91,26.03,1.22,1.33,0.13,285.81,202.31,
2022092200,3439,37104.0,Cameron Heyward,13,2022-09-22 22:49:58.500000,97.0,PIT,right,49.89,25.85,1.51,1.3,0.18,284.49,194.63,
2022092200,3439,37104.0,Cameron Heyward,14,2022-09-22 22:49:58.599999,97.0,PIT,right,49.87,25.65,1.79,1.41,0.2,275.66,189.25,
2022092200,3439,37104.0,Cameron Heyward,15,2022-09-22 22:49:58.700000,97.0,PIT,right,49.86,25.44,2.02,1.32,0.22,271.49,184.67,
2022092200,3439,37104.0,Cameron Heyward,16,2022-09-22 22:49:58.799999,97.0,PIT,right,49.88,25.17,2.34,1.38,0.27,266.07,179.35,
2022092200,3439,37104.0,Cameron Heyward,17,2022-09-22 22:49:58.900000,97.0,PIT,right,49.89,24.9,2.57,1.31,0.27,262.31,177.11,
2022092200,3439,37104.0,Cameron Heyward,18,2022-09-22 22:49:59.000000,97.0,PIT,right,49.95,24.57,2.95,1.74,0.33,251.88,172.34,
2022092200,3439,37104.0,Cameron Heyward,19,2022-09-22 22:49:59.099999,97.0,PIT,right,49.99,24.26,3.16,1.56,0.32,247.72,170.56,
2022092200,3439,37104.0,Cameron Heyward,20,2022-09-22 22:49:59.200000,97.0,PIT,right,50.06,23.9,3.49,1.67,0.37,241.53,168.81,
2022092200,3439,37104.0,Cameron Heyward,21,2022-09-22 22:49:59.299999,97.0,PIT,right,50.15,23.51,3.84,1.43,0.4,236.12,167.39,handoff
2022092200,3439,37104.0,Cameron Heyward,22,2022-09-22 22:49:59.400000,97.0,PIT,right,50.26,23.11,4.15,1.16,0.42,229.69,165.41,
2022092200,3439,37104.0,Cameron Heyward,23,2022-09-22 22:49:59.500000,97.0,PIT,right,50.37,22.69,4.32,1.0,0.43,224.59,164.19,
2022092200,3439,37104.0,Cameron Heyward,24,2022-09-22 22:49:59.599999,97.0,PIT,right,50.5,22.26,4.51,0.59,0.46,220.36,163.11,
2022092200,3439,37104.0,Cameron Heyward,25,2022-09-22 22:49:59.700000,97.0,PIT,right,50.65,21.79,4.77,0.54,0.49,217.98,162.13,
2022092200,3439,37104.0,Cameron Heyward,26,2022-09-22 22:49:59.799999,97.0,PIT,right,50.8,21.33,4.86,0.52,0.49,217.98,161.52,
