playerId,TPS,tackle,assist
42816,100.0,1,0
46232,60.69983540684422,1,0
40166,8.322468395624252,1,0
47939,23.253877731819546,1,0
40107,10.966890512279067,1,0
44976,35.733245820592266,1,0
44976,8.300933849670859,1,0
46085,7.903729072159246,1,0
46190,100.0,1,0
52647,100.0,1,0
46190,75.57556718533739,1,0
54488,22.29998510703578,1,0
44851,100.0,1,0
40017,89.36238671106308,1,0
53469,100.0,1,0
38607,100.0,1,0
53611,100.0,1,0
44862,62.01453828817114,1,0
53489,51.884510671491626,1,0
37097,69.99269049380743,1,0
52542,6.917397462299844,1,0
53469,16.828614829860328,1,0
53489,55.99914693038651,1,0
53481,34.399103822311574,1,0
44903,41.20199087606732,1,0
52452,17.291117651957208,1,0
46527,28.425353629637755,1,0
47799,15.648121001047855,1,0
44938,100.0,1,0
52571,100.0,1,0
53609,78.99731687712105,1,0
54504,100.0,1,0
54504,100.0,1,0
46290,68.27438160899588,1,0
54504,8.478565500457236,1,0
52571,9.143182017114594,1,0
54639,100.0,1,0
46146,71.46089447252899,1,0
44842,63.183618925232174,1,0
46080,100.0,1,0
46080,17.597376784305528,1,0
46080,100.0,1,0
43641,8.188957389645335,1,0
46097,100.0,1,0
44842,100.0,1,0
46698,20.858308883178562,1,0
46097,15.367135243583355,1,0
44872,17.669159745995522,1,0
43325,100.0,1,0
43641,19.602302640906824,1,0
43641,25.732656568995445,1,0
43350,16.292572486766915,1,0
52411,29.86403349669125,1,0
54653,18.729464996905715,1,0
47900,100.0,1,0
46259,100.0,1,0
44888,72.78567251670123,1,0
53542,21.749381563053547,1,0
43351,100.0,1,0
47888,100.0,1,0
46151,100.0,1,0
43356,100.0,1,0
46304,39.88446101351904,1,0
44964,100.0,1,0
38540,16.721296956263497,1,0
42441,20.848993217103093,1,0
43358,100.0,1,0
52493,19.202639464397596,1,0
46729,53.25257498326267,1,0
38540,17.925404771383572,1,0
54468,18.147102757828808,1,0
54468,60.25971757603297,1,0
53465,100.0,1,0
43327,15.955299196541059,1,0
53465,100.0,1,0
35466,18.59108855598862,1,0
47796,100.0,1,0
44887,13.617308261792054,1,0
43503,37.88894850344237,1,0
46212,77.07952593092308,1,0
35466,100.0,1,0
54936,10.395077246287912,1,0
47881,57.88368237860551,1,0
54491,64.50656063836107,1,0
37778,92.70898483381072,1,0
37145,100.0,1,0
44854,13.838495519466363,1,0
46186,100.0,1,0
52479,100.0,1,0
41243,78.3847577984258,1,0
41243,13.642901103691782,1,0
44854,7.158255596241936,1,0
44999,34.16203632847731,1,0
54479,18.60090867376263,1,0
54492,100.0,1,0
52428,26.137646386833314,1,0
53494,100.0,1,0
44926,93.30686024231849,1,0
43352,89.40731793289012,1,0
53448,20.050658398223646,1,0
53503,22.516446118892482,1,0
43313,100.0,1,0
53448,56.698407549402454,1,0
46456,15.867188388886536,1,0
53445,100.0,1,0
53445,100.0,1,0
53445,49.56641752974818,1,0
44848,41.61543816282749,1,0
52539,57.01302298285604,1,0
46137,16.8192247591899,1,0
43376,17.16351252439067,1,0
53487,79.7969139426683,1,0
49410,100.0,1,0
52522,47.53320496279571,1,0
42935,28.103271212521488,1,0
53509,18.52441159599114,1,0
46214,70.04543807170364,1,0
43292,37.458772148681135,1,0
47843,15.341554008060307,1,0
53509,21.05128526895187,1,0
41231,100.0,1,0
46086,82.91442811886608,1,0
47810,100.0,1,0
47889,38.8144440324561,1,0
38551,100.0,1,0
46387,100.0,1,0
37078,100.0,1,0
42427,18.406532797140674,1,0
52525,100.0,1,0
47795,100.0,1,0
43404,80.24081136552478,1,0
52497,20.4974466107694,1,0
47899,100.0,1,0
47971,23.667280389122745,1,0
47891,100.0,1,0
48462,100.0,1,0
43353,12.476893121890733,1,0
46846,20.819236595670453,1,0
52469,8.710410188221097,1,0
47802,54.93020813462288,1,0
47915,99.89745231262236,1,0
48462,24.229076825393957,1,0
41235,89.49032233632776,1,0
40031,100.0,1,0
43478,18.634055241611208,1,0
46088,51.44055014347046,1,0
47882,19.119931182340046,1,0
47841,39.709136797797825,1,0
47996,80.20130607390837,1,0
40031,12.025841005010024,1,0
53504,78.59335821828094,1,0
41464,74.66602323062398,1,0
47871,16.328137557706818,1,0
52435,10.70698741393262,1,0
45011,76.53303682727304,1,0
53438,18.91469251775389,1,0
43387,16.925695823937716,1,0
42929,100.0,1,0
47913,100.0,1,0
52431,22.507908164298108,1,0
47984,9.870381642280076,1,0
52471,61.937078107782554,1,0
54708,10.13574765846994,1,0
42935,100.0,1,0
52546,19.597053207418377,1,0
47846,100.0,1,0
42935,100.0,1,0
46264,49.570298881649364,1,0
52471,28.547253109665622,1,0
52471,18.959213580620432,1,0
37778,44.70126969877663,1,0
47796,27.81428901567234,1,0
42390,19.810183548028036,1,0
42361,50.336341189511074,1,0
52436,20.54316093347853,1,0
47796,73.23844088507919,1,0
44854,100.0,1,0
42467,23.076394221993237,1,0
41270,6.996618654378186,1,0
44903,100.0,1,0
52505,94.02956418558927,1,0
52452,14.566381556529656,1,0
53503,10.393360630628392,1,0
52411,69.732990659249,1,0
47809,69.8095913535276,1,0
46099,19.26788139429849,1,0
53592,19.903559802864656,1,0
54653,100.0,1,0
53503,100.0,1,0
52411,20.597774603904536,1,0
46099,19.51721039766161,1,0
47872,100.0,1,0
46249,33.01882292597108,1,0
38540,20.4019923586762,1,0
46304,74.0960859293673,1,0
47872,91.2392399666117,1,0
53462,25.04292845840207,1,0
52453,100.0,1,0
52453,100.0,1,0
38619,31.768299529221665,1,0
53461,17.466369705535566,1,0
44862,19.92942358735619,1,0
53489,66.70917247155134,1,0
41257,17.46079442747516,1,0
44823,18.34658527537388,1,0
40017,15.186448525253592,1,0
43409,29.726310065700297,1,0
43333,22.782208348507197,1,0
52518,13.178088368011235,1,0
46527,13.610816958718834,1,0
45004,23.535690935747844,1,0
45004,24.148574881276932,1,0
47891,100.0,1,0
47800,22.327727660372776,1,0
46205,22.400336440892303,1,0
47891,21.52261718508951,1,0
47799,15.390380938607823,1,0
54546,19.437413102837475,1,0
44830,100.0,1,0
52444,24.070889981000548,1,0
42368,100.0,1,0
43298,18.465175177319104,1,0
47862,30.879651584345066,1,0
42816,23.47921586114993,1,0
46190,10.178281467595253,1,0
44976,46.09188279641005,1,0
42816,100.0,1,0
46085,33.65247825162177,1,0
53532,93.03874153658464,1,0
43294,64.1439696842984,1,0
47862,18.736597755954747,1,0
46190,100.0,1,0
44976,15.491049981884201,1,0
40107,100.0,1,0
38592,100.0,1,0
55173,42.71610718806737,1,0
44851,100.0,1,0
41257,13.024384597263492,1,0
38607,100.0,1,0
46091,7.82591049717045,1,0
41257,17.62057421274656,1,0
40017,100.0,1,0
52424,25.50211438043551,1,0
53489,17.760544575383133,1,0
38607,100.0,1,0
46124,18.386941743452205,1,0
46098,98.449612952234,1,0
53481,46.492174410965845,1,0
53455,19.329943323526457,1,0
47799,37.393112178538196,1,0
43797,46.25700987253853,1,0
54533,56.334358096704825,1,0
52415,100.0,1,0
47799,22.67528631951943,1,0
44903,100.0,1,0
54543,26.630830881598392,1,0
42470,85.23975129890563,1,0
52446,74.70191385377815,1,0
42360,100.0,1,0
47931,100.0,1,0
46139,100.0,1,0
54513,100.0,1,0
45009,66.29402748874223,1,0
46077,100.0,1,0
54639,28.180748800291887,1,0
44906,100.0,1,0
46123,100.0,1,0
46097,100.0,1,0
45395,38.48336478438728,1,0
44872,16.848581364403415,1,0
44872,100.0,1,0
44842,81.05340209462751,1,0
47855,50.55168781851273,1,0
44878,19.098782070448102,1,0
46097,38.50821714711464,1,0
